City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Springbok,ZA,-29.6643,17.8865,63.0,33,0,6.71,clear sky
463,Libertador General San Martin,AR,-23.8064,-64.7876,75.34,41,17,4.54,few clouds
464,Kununurra,AU,-15.7667,128.7333,75.18,94,19,0.0,few clouds
465,Pangnirtung,CA,66.1451,-65.7125,10.02,87,100,0.83,overcast clouds
466,Belaya Gora,RU,68.5333,146.4167,-3.48,100,90,2.68,overcast clouds
467,Megion,RU,61.0296,76.1136,33.82,88,87,12.97,overcast clouds
468,Grindavik,IS,63.8424,-22.4338,48.15,100,100,17.27,overcast clouds
469,Gravdal,NO,68.1214,13.5031,41.9,98,100,11.45,overcast clouds
470,Northam,GB,51.0333,-4.2167,56.61,71,99,9.78,overcast clouds
471,Blackwater,AU,-23.5833,148.8833,61.95,83,0,6.24,clear sky
472,Ibra,OM,22.6906,58.5334,83.03,25,6,0.76,clear sky
473,Garissa,KE,-0.4536,39.6401,82.0,64,100,19.17,overcast clouds
474,Luganville,VU,-15.5333,167.1667,78.51,85,22,1.59,few clouds
475,Omboue,GA,-1.5746,9.2618,78.26,90,100,4.61,light rain
476,Altamont,US,42.2068,-121.7372,42.76,67,75,24.16,broken clouds
477,Inta,RU,66.0317,60.1659,15.22,96,97,6.44,overcast clouds
478,Gizo,SB,-8.103,156.8419,81.43,76,100,7.74,light rain
479,Axim,GH,4.8699,-2.2405,74.75,95,100,9.69,moderate rain
480,Hofn,IS,64.2539,-15.2082,45.95,99,100,15.19,light rain
481,Griffith,US,41.5284,-87.4237,49.3,50,75,16.11,broken clouds
482,Whitehorse,CA,60.7161,-135.0538,34.11,51,75,6.91,broken clouds
483,Sorland,NO,67.667,12.6934,42.51,99,100,14.52,overcast clouds
484,Tazovskiy,RU,67.4667,78.7,14.13,93,100,17.2,overcast clouds
485,Nouadhibou,MR,20.931,-17.0347,64.38,94,20,14.97,few clouds
486,Honiara,SB,-9.4333,159.95,77.22,86,100,4.16,overcast clouds
487,Chifeng,CN,42.2683,118.9636,44.76,28,0,8.7,clear sky
488,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,64,0,2.24,clear sky
489,Torbay,CA,47.6666,-52.7314,56.17,44,20,24.16,few clouds
490,Peniche,PT,39.3558,-9.3811,59.29,89,75,14.05,broken clouds
491,Dakar,SN,14.6937,-17.4441,68.13,83,75,13.8,broken clouds
492,Te Anau,NZ,-45.4167,167.7167,39.36,93,93,1.23,overcast clouds
493,Taoudenni,ML,22.6783,-3.9836,83.16,15,0,11.1,clear sky
494,Kargasok,RU,59.0556,80.8572,47.55,88,100,8.93,overcast clouds
495,Sulangan,PH,11.1373,123.7228,81.41,76,71,7.78,broken clouds
496,Olivenza,ES,38.6832,-7.103,65.66,57,17,5.21,few clouds
497,Koshurnikovo,RU,54.1667,93.3,29.52,95,36,4.03,scattered clouds
498,Kilindoni,TZ,-7.9139,39.6668,81.66,81,99,15.9,light rain
499,Wilmington,US,34.2257,-77.9447,71.94,84,75,6.91,broken clouds
500,Zlatoust,RU,55.1711,59.6508,29.52,84,97,7.27,overcast clouds
501,Abalak,RU,58.1286,68.5944,38.12,94,100,10.8,overcast clouds
502,Chaguanas,TT,10.5167,-61.4167,87.04,50,20,12.66,few clouds
503,Canmore,CA,51.0834,-115.3521,37.51,29,91,8.05,overcast clouds
504,Mago,RU,53.2514,140.1822,28.6,97,100,4.7,light snow
505,Saint Anthony,US,45.0205,-93.218,42.15,37,0,17.27,clear sky
506,Troitsko-Pechorsk,RU,62.7084,56.1964,20.62,86,100,6.67,overcast clouds
507,Mezen,RU,65.8522,44.24,25.7,95,97,5.64,overcast clouds
508,San Rafael,AR,-34.6177,-68.3301,75.72,28,6,6.98,clear sky
509,Shelburne,CA,44.0787,-80.2041,34.12,55,100,15.17,overcast clouds
510,Takoradi,GH,4.8845,-1.7554,75.49,93,100,11.41,moderate rain
511,Regina,CA,50.4501,-104.6178,28.38,60,75,9.22,broken clouds
512,Turukhansk,RU,65.8167,87.9833,38.12,100,100,22.24,light rain
513,Vryburg,ZA,-26.9566,24.7284,60.48,82,90,6.24,light rain
514,Zhezkazgan,KZ,47.8043,67.7144,56.14,73,21,19.44,few clouds
515,Woodward,US,36.4337,-99.3904,56.43,33,100,16.11,overcast clouds
516,Nzega,RW,-2.479,29.5564,55.24,95,100,3.58,overcast clouds
517,Kolda,SN,12.8833,-14.95,91.72,14,16,5.03,few clouds
518,San Jeronimo,PE,-11.9472,-75.2829,66.99,42,52,5.82,broken clouds
519,Oliveira,BR,-20.6964,-44.8272,68.5,68,6,4.83,clear sky
520,Acapulco,MX,16.8634,-99.8901,85.82,70,0,13.8,clear sky
521,Chenzhou,CN,25.8,113.0333,50.92,98,100,3.02,overcast clouds
522,Sur,OM,22.5667,59.5289,86.94,45,0,6.29,clear sky
523,Tagab,AF,34.855,69.6492,68.11,17,100,5.66,overcast clouds
524,Lata,PT,40.1629,-8.3327,60.93,87,20,3.11,few clouds
525,Nalut,LY,30.3333,10.85,60.58,56,34,11.92,scattered clouds
526,Vicosa,BR,-20.7539,-42.8819,66.34,76,0,6.11,clear sky
527,Pont-Audemer,FR,49.35,0.5167,56.95,75,0,7.18,clear sky
528,Ardabil,IR,38.2498,48.2933,33.35,75,40,6.91,scattered clouds
529,Makakilo City,US,21.3469,-158.0858,75.52,79,100,10.36,light rain
530,Cairns,AU,-16.9167,145.7667,71.55,88,100,11.5,overcast clouds
531,Ust-Kulom,RU,61.6864,53.6902,22.8,96,100,3.13,overcast clouds
532,Zambezi,ZM,-13.5432,23.1047,65.73,96,100,4.27,light rain
533,Durango,MX,24.8333,-104.8333,83.64,3,98,6.73,overcast clouds
534,Belmonte,BR,-15.8631,-38.8828,75.92,91,100,15.41,heavy intensity rain
535,Wad Rawah,SD,15.1603,33.1397,94.53,19,98,1.52,overcast clouds
536,Progreso,MX,21.2833,-89.6667,99.1,63,0,17.69,clear sky
537,Mattawa,US,46.7379,-119.9028,42.01,59,100,11.92,overcast clouds
538,Owando,CG,-0.4819,15.8999,77.47,77,56,2.53,broken clouds
539,Collie,AU,-33.3667,116.15,50.83,92,88,3.78,overcast clouds
540,Hecun,CN,36.5333,114.1111,49.71,34,54,4.03,broken clouds
541,Sulphur,US,30.2366,-93.3774,85.98,71,75,12.66,broken clouds
542,Vermilion,US,40.1667,-87.7506,55.99,34,0,14.97,clear sky
543,Coahuayana,MX,18.7333,-103.6833,90.34,42,76,8.39,broken clouds
544,Havoysund,NO,70.9963,24.6622,39.43,92,100,33.89,overcast clouds
545,Vila Do Maio,CV,15.1333,-23.2167,72.39,80,29,14.79,scattered clouds
546,San Quintin,MX,30.4833,-115.95,65.84,65,1,24.47,clear sky
547,Eagle Pass,US,28.7091,-100.4995,92.26,60,75,5.75,broken clouds
548,Mangrol,IN,21.1167,70.1167,79.99,72,0,9.04,clear sky
549,Vorsma,RU,55.9856,43.2717,31.84,98,100,19.1,light snow
550,Fare,PF,-16.7,-151.0167,81.36,72,0,15.03,light rain
551,Parrita,CR,9.5201,-84.3225,85.48,69,100,5.99,overcast clouds
552,Rosetta,EG,31.4044,30.4164,64.76,54,92,16.53,overcast clouds
553,Kabardinka,RU,44.6514,37.9428,47.95,73,69,0.43,broken clouds
554,Bowen,AU,-20.0167,148.2333,71.64,77,83,12.55,broken clouds
555,Toma,BF,12.7667,-2.8833,81.63,39,100,5.93,overcast clouds
556,Mo I Rana,NO,66.3128,14.1428,39.33,94,100,1.14,overcast clouds
557,Verkh-Usugli,RU,52.7,115.1667,22.95,59,100,3.0,overcast clouds
558,Margate,GB,51.3813,1.3862,53.31,82,11,3.0,few clouds
559,Tucuman,AR,-26.8241,-65.2226,73.4,53,40,0.0,scattered clouds
560,Shakhtinsk,KZ,49.71,72.5872,58.55,27,100,8.41,overcast clouds
561,Macau,MO,22.2006,113.5461,69.85,83,40,14.97,scattered clouds
562,Hay River,CA,60.8156,-115.7999,10.36,66,75,12.66,broken clouds
563,Katobu,ID,-4.9408,122.5276,75.27,94,63,2.98,broken clouds
564,Yokote,JP,39.3,140.5667,35.58,85,1,3.09,clear sky
565,Huangpi,CN,30.8845,114.3779,55.51,82,88,6.71,overcast clouds
566,Nava,MX,28.4167,-100.7667,85.3,39,91,7.16,overcast clouds
567,Madang,PG,-5.2246,145.7966,75.96,91,98,2.64,overcast clouds
568,Agirish,RU,61.9247,63.0231,26.49,98,100,2.37,light snow
569,San Angelo,US,31.4638,-100.437,82.62,32,0,16.11,clear sky
570,Huaraz,PE,-9.5333,-77.5333,67.17,46,69,2.53,light rain
571,Kloulklubed,PW,7.0419,134.2556,75.7,73,38,1.45,scattered clouds
572,Xichang,CN,27.8964,102.2634,50.85,85,90,3.58,overcast clouds
573,Padampur,IN,29.6833,73.6167,83.68,12,7,9.46,clear sky
574,Whitianga,NZ,-36.8333,175.7,60.55,75,100,9.69,overcast clouds
575,Mapiri,BO,-15.25,-68.1667,77.38,64,90,2.91,overcast clouds
576,Pitimbu,BR,-7.4706,-34.8086,82.99,77,6,8.79,clear sky
577,Tongliao,CN,43.6125,122.2653,45.77,34,42,7.11,scattered clouds
578,Mingaora,PK,34.7758,72.3625,67.03,30,100,7.14,overcast clouds
579,Farmington,US,36.7281,-108.2187,73.78,10,0,8.01,clear sky
580,Rio Gallegos,AR,-51.6226,-69.2181,51.85,71,75,11.5,broken clouds
581,Valle De Allende,MX,26.9333,-105.4,86.14,7,100,5.26,overcast clouds
582,Besikduzu,TR,41.052,39.2284,49.89,74,2,6.91,clear sky
583,Novyy Urengoy,RU,66.0833,76.6333,15.73,92,100,16.93,overcast clouds
584,Kropotkin,RU,45.4375,40.5756,50.85,71,28,5.73,scattered clouds
585,Vila,PT,42.0304,-8.1588,55.71,76,67,1.39,broken clouds
586,Maningrida,AU,-12.0667,134.2667,75.49,87,89,9.26,overcast clouds
587,Sagua De Tanamo,CU,20.5819,-75.2414,76.89,85,100,0.69,overcast clouds
588,Qinzhou,CN,21.95,108.6167,59.02,85,100,12.91,overcast clouds
589,Irtyshskiy,RU,58.3333,68.1333,37.9,96,100,9.95,overcast clouds
590,Cozumel,MX,20.5083,-86.9458,89.67,66,40,9.22,scattered clouds
591,Eau Claire,US,44.8114,-91.4985,39.58,49,75,10.36,broken clouds
592,Osa,RU,57.2829,55.4567,30.29,82,94,3.2,overcast clouds
593,Alta Floresta,BR,-9.8756,-56.0861,76.82,94,40,5.75,thunderstorm
594,Magdagachi,RU,53.45,125.8,24.22,69,4,7.05,clear sky
595,Dongsheng,CN,39.8161,109.9776,45.48,50,100,10.31,light rain
596,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.42,73,67,2.19,broken clouds
597,Honningsvag,NO,70.9821,25.9704,38.95,87,100,33.38,overcast clouds
598,Wagga Wagga,AU,-35.1167,147.3667,56.61,88,22,8.05,few clouds
599,Cururupu,BR,-1.8283,-44.8683,80.71,82,87,3.49,overcast clouds
600,Poykovskiy,RU,61.2333,73.3333,28.69,79,75,11.18,broken clouds
601,Asheville,US,35.6009,-82.554,73.24,58,20,5.01,few clouds
602,Cabedelo,BR,-6.9811,-34.8339,83.07,80,31,7.92,scattered clouds
603,Samana,DO,19.2056,-69.3369,85.96,78,40,9.22,scattered clouds
604,La Ligua,CL,-32.4524,-71.2311,69.01,49,0,7.81,clear sky
605,Trinidad,BO,-14.8333,-64.9,85.98,54,20,6.91,few clouds
606,Morondava,MG,-20.2833,44.2833,82.2,83,70,5.7,light rain
607,Chiang Mai,TH,18.75,99.0,90.91,53,40,2.3,scattered clouds
608,Abu Dhabi,AE,24.4667,54.3667,86.02,55,0,4.61,clear sky
609,Visconde Do Rio Branco,BR,-21.0103,-42.8406,69.85,76,0,4.9,clear sky
610,Plouzane,FR,48.3833,-4.6167,60.85,72,0,6.91,clear sky
611,Rosarito,MX,32.3333,-117.0333,72.63,59,19,13.71,few clouds
612,Saravena,CO,6.9538,-71.8752,77.85,80,100,4.5,light rain
613,Lucea,JM,18.451,-78.1736,82.26,67,11,1.48,few clouds
614,Soyo,AO,-6.1349,12.3689,79.48,86,96,6.15,overcast clouds
615,Belyy Yar,RU,53.6039,91.3903,39.09,48,7,4.47,smoke
616,Kholmogory,RU,64.2229,41.656,27.46,96,99,5.17,overcast clouds
617,Millinocket,US,45.6573,-68.7098,44.71,81,100,3.44,light rain
618,Biswan,IN,27.5,81.0,82.92,14,0,5.53,clear sky
619,Kamenka,RU,51.3223,42.7678,50.4,78,100,11.01,overcast clouds
620,Tarbagatay,RU,51.4803,107.3602,27.93,80,10,3.06,clear sky
621,Lakes Entrance,AU,-37.8811,147.981,58.06,69,93,6.13,overcast clouds
622,Oistins,BB,13.0667,-59.5333,82.49,61,20,19.57,few clouds
623,Xining,CN,36.6167,101.7667,36.97,71,100,4.47,overcast clouds
624,Porbandar,IN,21.6422,69.6093,80.29,74,0,9.28,clear sky
625,Seoul,KR,37.5683,126.9778,44.04,90,0,6.91,mist
626,Elat,IL,29.5581,34.9482,75.04,22,0,4.61,clear sky
627,Qiqihar,CN,47.3408,123.9672,35.58,34,48,6.44,scattered clouds
628,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.99,79,7,11.23,clear sky
629,Creel,MX,27.75,-107.6333,73.96,8,100,13.8,overcast clouds
630,Vanimo,PG,-2.6741,141.3028,77.14,91,79,3.67,broken clouds
631,Ankpa,NG,7.3706,7.6253,80.46,62,99,2.73,light rain
632,Storsteinnes,NO,69.2408,19.2344,41.38,100,100,2.77,overcast clouds
633,Tomatlan,MX,19.9333,-105.25,91.02,30,100,9.69,overcast clouds
634,Sokoni,TZ,-6.4333,39.55,78.66,79,100,8.37,light rain
635,Deulgaon Raja,IN,20.0167,76.0333,85.59,18,0,8.5,clear sky
636,Yoichi,JP,43.2039,140.7703,40.84,67,100,13.51,overcast clouds
637,Dillon,US,34.4166,-79.3712,77.11,61,100,11.25,overcast clouds
638,Yenagoa,NG,4.9247,6.2642,79.07,85,27,6.64,scattered clouds
639,Kasane,BW,-17.8167,25.15,69.82,78,100,4.7,light rain
640,Butembo,CD,0.15,29.2833,57.63,98,100,2.55,overcast clouds
641,Sembabule,UG,-0.0772,31.4567,61.02,94,100,3.4,overcast clouds
642,Beirut,LB,33.8889,35.4944,69.39,77,0,4.61,clear sky
643,Matay,EG,28.419,30.7792,81.39,12,0,4.94,clear sky
644,Komsomolets,KZ,53.7453,62.0708,38.62,71,7,10.09,clear sky
645,Yining,CN,29.0361,114.5636,50.4,90,96,1.1,overcast clouds
646,Santiago Del Estero,AR,-27.7951,-64.2615,75.92,34,1,4.9,clear sky
647,Merauke,ID,-8.4667,140.3333,77.22,90,100,8.5,overcast clouds
648,Envira,BR,-7.3,-70.2167,84.16,68,60,4.32,broken clouds
649,Astana,KZ,51.1801,71.446,55.35,54,0,6.71,clear sky
650,Saint Marys,US,30.7305,-81.5465,85.12,85,0,11.5,clear sky
651,Khasan,RU,42.4308,130.6434,44.67,46,100,3.91,overcast clouds
652,Laerdalsoyri,NO,61.098,7.4816,39.94,93,100,3.02,overcast clouds
653,Mpanda,TZ,-6.3655,31.0409,65.48,95,81,2.62,broken clouds
654,Seminole,US,28.7086,-81.2081,90.34,55,40,6.91,scattered clouds
655,Vredendal,ZA,-31.6683,18.5012,66.69,30,0,4.41,clear sky
656,Lolotique,SV,13.55,-88.35,93.2,41,88,7.0,overcast clouds
657,Evensk,RU,61.95,159.2333,24.08,81,100,6.51,overcast clouds
658,Chicaman,GT,15.4,-90.7667,80.51,38,73,6.53,broken clouds
659,Westport,US,41.1415,-73.3579,67.62,67,20,14.97,few clouds
660,Solvychegodsk,RU,61.3305,46.9156,22.8,98,16,2.53,few clouds
661,Finote Selam,ET,10.7,37.2667,65.55,67,100,0.56,overcast clouds
662,Yatou,CN,37.15,122.3833,48.33,27,0,6.13,clear sky
663,Egvekinot,RU,66.3167,-179.1667,15.48,87,100,11.1,overcast clouds
664,Holme,DK,56.1138,10.1725,44.19,75,31,4.97,scattered clouds
665,Mul,IN,20.0667,79.6667,88.95,31,0,6.8,clear sky
666,Arica,CL,-18.475,-70.3042,72.95,60,0,14.97,clear sky
667,Magnolia,US,33.2671,-93.2393,65.89,90,100,3.13,overcast clouds
668,Shubarkuduk,KZ,49.1447,56.4872,47.82,74,100,1.59,overcast clouds
669,Saint-Lo,FR,49.1162,-1.0903,50.43,91,28,4.79,scattered clouds
670,Walvis Bay,NA,-22.9575,14.5053,54.55,100,2,2.3,clear sky
671,Portland,US,45.5234,-122.6762,54.68,61,75,10.36,broken clouds
672,Champerico,GT,14.3,-91.9167,88.16,60,22,14.74,few clouds
673,Lichinga,MZ,-13.3128,35.2406,60.78,96,8,5.7,clear sky
674,Puerto Quijarro,BO,-17.7833,-57.7667,91.51,33,0,4.99,clear sky
675,Praia,CV,14.9215,-23.5087,72.14,68,20,17.27,few clouds
676,Shaturtorf,RU,55.5672,39.4169,31.84,94,100,13.98,overcast clouds
677,Bajmok,RS,45.9688,19.4243,43.61,77,95,15.1,overcast clouds
678,Nouakchott,MR,18.0858,-15.9785,60.73,86,1,12.57,clear sky
679,Pacific Grove,US,36.6177,-121.9166,63.41,84,75,11.01,broken clouds
680,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,88,20,13.8,few clouds
681,Imbituba,BR,-28.24,-48.6703,73.81,64,13,12.82,few clouds
682,Devils Lake,US,48.1128,-98.8651,25.95,52,0,9.22,clear sky
683,Voh,NC,-20.9667,164.7,71.26,86,0,3.53,clear sky
684,Simpang,ID,-1.2667,104.0833,74.52,96,100,1.95,overcast clouds
685,Mandalgovi,MN,45.7625,106.2708,35.24,47,100,13.58,overcast clouds
686,San Policarpo,PH,12.1791,125.5072,79.92,78,93,7.92,overcast clouds
687,San Ignacio,BZ,17.1561,-89.0714,96.96,27,98,7.81,overcast clouds
688,Nemuro,JP,43.3236,145.575,32.54,65,3,4.88,clear sky
689,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,63,0,13.8,clear sky
690,Kasempa,ZM,-13.4584,25.8338,64.54,95,100,3.89,overcast clouds
691,Mwinilunga,ZM,-11.7358,24.4293,64.22,95,100,2.59,light rain
692,Kaspiysk,RU,42.8816,47.6392,42.98,93,1,2.24,clear sky
